"","Marker_Name","Chromosome","Position"
"1852","PGAS1_03551",3,355100000
"1853","PGAS1_03552",3,355200000
"1854","PGAS1_03554",3,355400000
"1855","PGAS1_03564",3,356400000
"1856","PGAS1_03565",3,356500000
"1857","PGAS1_03568",3,356800000
"1858","PGAS1_03570",3,357000000
"1859","PGAS1_03571",3,357100000
"1860","PGAS1_03574",3,357400000
"1861","PGAS1_03576",3,357600000
"1862","PGAS1_03583",3,358300000
"1863","PGAS1_03584",3,358400000
"1864","PGAS1_03586",3,358600000
"1865","PGAS1_03587",3,358700000
"1866","PGAS1_03589",3,358900000
"1867","PGAS1_03597",3,359700000
"1868","PGAS1_03609",3,360900000
"1869","PGAS1_03612",3,361200000
"1870","PGAS1_03613",3,361300000
"1871","PGAS1_03614",3,361400000
"1872","PGAS1_03618",3,361800000
"1873","PGAS1_03624",3,362400000
"1874","PGAS1_03625",3,362500000
"1875","PGAS1_03626",3,362600000
"1876","PGAS1_03627",3,362700000
"1877","PGAS1_03631",3,363100000
"1878","PGAS1_03632",3,363200000
"1879","PGAS1_03635",3,363500000
"1880","PGAS1_03636",3,363600000
"1881","PGAS1_03640",3,364000000
"1882","PGAS1_03642",3,364200000
"1883","PGAS1_03644",3,364400000
"1884","PGAS1_03646",3,364600000
"1885","PGAS1_03647",3,364700000
"1886","PGAS1_03650",3,365000000
"1887","PGAS1_03651",3,365100000
"1888","PGAS1_03660",3,366000000
"1889","PGAS1_03661",3,366100000
"1890","PGAS1_03662",3,366200000
"1891","PGAS1_03666",3,366600000
"1892","PGAS1_03677",3,367700000
"1893","PGAS1_03678",3,367800000
"1894","PGAS1_03679",3,367900000
"1895","PGAS1_03682",3,368200000
"1896","PGAS1_03685",3,368500000
"1897","PGAS1_03686",3,368600000
"1898","PGAS1_03687",3,368700000
"1899","PGAS1_03691",3,369100000
"1900","PGAS1_03693",3,369300000
"1901","PGAS1_03694",3,369400000
"1902","PGAS1_03695",3,369500000
"1903","PGAS1_03696",3,369600000
"1904","PGAS1_03700",3,370000000
"1905","PGAS1_03701",3,370100000
"1906","PGAS1_03702",3,370200000
"1907","PGAS1_03708",3,370800000
"1908","PGAS1_03711",3,371100000
"1909","PGAS1_03720",3,372000000
"1910","PGAS1_03721",3,372100000
"1911","PGAS1_03722",3,372200000
"1912","PGAS1_03726",3,372600000
"1913","PGAS1_03727",3,372700000
"1914","PGAS1_03730",3,373000000
"1915","PGAS1_03731",3,373100000
"1916","PGAS1_03732",3,373200000
"1917","PGAS1_03733",3,373300000
"1918","PGAS1_03735",3,373500000
"1919","PGAS1_03737",3,373700000
"1920","PGAS1_03742",3,374200000
"1921","PGAS1_03744",3,374400000
"1922","PGAS1_03750",3,375000000
"1923","PGAS1_03754",3,375400000
"1924","PGAS1_03755",3,375500000
"1925","PGAS1_03762",3,376200000
"1926","PGAS1_03763",3,376300000
"1927","PGAS1_03764",3,376400000
"1928","PGAS1_03765",3,376500000
"1929","PGAS1_03768",3,376800000
"1930","PGAS1_03771",3,377100000
"1931","PGAS1_03776",3,377600000
"1932","PGAS1_03778",3,377800000
"1933","PGAS1_03779",3,377900000
"1934","PGAS1_03780",3,378000000
"1935","PGAS1_03782",3,378200000
"1936","PGAS1_03786",3,378600000
"1937","PGAS1_03787",3,378700000
"1938","PGAS1_03793",3,379300000
"1939","PGAS1_03794",3,379400000
"1940","PGAS1_03795",3,379500000
"1941","PGAS1_03800",3,380000000
"1942","PGAS1_03801",3,380100000
"1943","PGAS1_03803",3,380300000
"1944","PGAS1_03804",3,380400000
"1945","PGAS1_03805",3,380500000
"1946","PGAS1_03806",3,380600000
"1947","PGAS1_03807",3,380700000
"1948","PGAS1_03808",3,380800000
"1949","PGAS1_03809",3,380900000
"1950","PGAS1_03814",3,381400000
"1951","PGAS1_03820",3,382000000
"1952","PGAS1_03821",3,382100000
"1953","PGAS1_03822",3,382200000
"1954","PGAS1_03823",3,382300000
"1955","PGAS1_03824",3,382400000
"1956","PGAS1_03825",3,382500000
"1957","PGAS1_03826",3,382600000
"1958","PGAS1_03829",3,382900000
"1959","PGAS1_03833",3,383300000
"1960","PGAS1_03836",3,383600000
"1961","PGAS1_03839",3,383900000
"1962","PGAS1_03842",3,384200000
"1963","PGAS1_03844",3,384400000
"1964","PGAS1_03845",3,384500000
"1965","PGAS1_03847",3,384700000
"1966","PGAS1_03848",3,384800000
"1967","PGAS1_03850",3,385000000
"1968","PGAS1_03851",3,385100000
"1969","PGAS1_03857",3,385700000
"1970","PGAS1_03858",3,385800000
"1971","PGAS1_03859",3,385900000
"1972","PGAS1_03860",3,386000000
"1973","PGAS1_03861",3,386100000
"1974","PGAS1_03862",3,386200000
"1975","PGAS1_03872",3,387200000
"1976","PGAS1_03873",3,387300000
"1977","PGAS1_03876",3,387600000
"1978","PGAS1_03877",3,387700000
"1979","PGAS1_03880",3,388000000
"1980","PGAS1_03881",3,388100000
"1981","PGAS1_03882",3,388200000
"1982","PGAS1_03883",3,388300000
"1983","PGAS1_03884",3,388400000
"1984","PGAS1_03885",3,388500000
"1985","PGAS1_03886",3,388600000
"1986","PGAS1_03891",3,389100000
"1987","PGAS1_03894",3,389400000
"1988","PGAS1_03897",3,389700000
"1989","PGAS1_03899",3,389900000
"1990","PGAS1_03900",3,390000000
"1991","PGAS1_03903",3,390300000
"1992","PGAS1_03904",3,390400000
"1993","PGAS1_03905",3,390500000
"1994","PGAS1_03907",3,390700000
"1995","PGAS1_03908",3,390800000
"1996","PGAS1_03910",3,391000000
"1997","PGAS1_03912",3,391200000
"1998","PGAS1_03913",3,391300000
"1999","PGAS1_03914",3,391400000
"2000","PGAS1_03915",3,391500000
"2001","PGAS1_03917",3,391700000
"2002","PGAS1_03918",3,391800000
"2003","PGAS1_03929",3,392900000
"2004","PGAS1_03930",3,393000000
"2005","PGAS1_03931",3,393100000
"2006","PGAS1_03936",3,393600000
"2007","PGAS1_03937",3,393700000
"2008","PGAS1_03938",3,393800000
"2009","PGAS1_03939",3,393900000
"2010","PGAS1_03941",3,394100000
"2011","PGAS1_03943",3,394300000
"2012","PGAS1_03944",3,394400000
"2013","PGAS1_03947",3,394700000
"2014","PGAS1_03949",3,394900000
"2015","PGAS1_03951",3,395100000
"2016","PGAS1_03954",3,395400000
"2017","PGAS1_03956",3,395600000
"2018","PGAS1_03958",3,395800000
"2019","PGAS1_03959",3,395900000
"2020","PGAS1_03960",3,396000000
"2021","PGAS1_03961",3,396100000
"2022","PGAS1_03962",3,396200000
"2023","PGAS1_03963",3,396300000
"2024","PGAS1_03965",3,396500000
"2025","PGAS1_03966",3,396600000
"2026","PGAS1_03967",3,396700000
"2027","PGAS1_03973",3,397300000
"2028","PGAS1_03975",3,397500000
"2029","PGAS1_03979",3,397900000
"2030","PGAS1_03982",3,398200000
"2031","PGAS1_03983",3,398300000
"2032","PGAS1_03984",3,398400000
"2033","PGAS1_03987",3,398700000
"2034","PGAS1_03989",3,398900000
"2035","PGAS1_03992",3,399200000
"2036","PGAS1_03995",3,399500000
"2037","PGAS1_03996",3,399600000
"2038","PGAS1_03998",3,399800000
"2039","PGAS1_03999",3,399900000
"2040","PGAS1_04002",4,400200000
"2041","PGAS1_04005",4,400500000
"2042","PGAS1_04006",4,400600000
"2043","PGAS1_04007",4,400700000
"2044","PGAS1_04010",4,401000000
"2045","PGAS1_04013",4,401300000
"2046","PGAS1_04014",4,401400000
"2047","PGAS1_04015",4,401500000
"2048","PGAS1_04016",4,401600000
"2049","PGAS1_04021",4,402100000
"2050","PGAS1_04023",4,402300000
"2051","PGAS1_04024",4,402400000
"2052","PGAS1_04030",4,403000000
"2053","PGAS1_04031",4,403100000
"2054","PGAS1_04032",4,403200000
"2055","PGAS1_04034",4,403400000
"2056","PGAS1_04038",4,403800000
"2057","PGAS1_04043",4,404300000
"2058","PGAS1_04044",4,404400000
"2059","PGAS1_04045",4,404500000
"2060","PGAS1_04047",4,404700000
"2061","PGAS1_04049",4,404900000
"2062","PGAS1_04053",4,405300000
"2063","PGAS1_04057",4,405700000
"2064","PGAS1_04059",4,405900000
"2065","PGAS1_04060",4,406000000
"2066","PGAS1_04061",4,406100000
"2067","PGAS1_04062",4,406200000
"2068","PGAS1_04063",4,406300000
"2069","PGAS1_04067",4,406700000
"2070","PGAS1_04068",4,406800000
"2071","PGAS1_04069",4,406900000
"2072","PGAS1_04071",4,407100000
"2073","PGAS1_04073",4,407300000
"2074","PGAS1_04074",4,407400000
"2075","PGAS1_04076",4,407600000
"2076","PGAS1_04077",4,407700000
"2077","PGAS1_04078",4,407800000
"2078","PGAS1_04080",4,408000000
"2079","PGAS1_04082",4,408200000
"2080","PGAS1_04083",4,408300000
"2081","PGAS1_04085",4,408500000
"2082","PGAS1_04086",4,408600000
"2083","PGAS1_04087",4,408700000
"2084","PGAS1_04088",4,408800000
"2085","PGAS1_04091",4,409100000
"2086","PGAS1_04092",4,409200000
"2087","PGAS1_04093",4,409300000
"2088","PGAS1_04094",4,409400000
"2089","PGAS1_04095",4,409500000
"2090","PGAS1_04097",4,409700000
"2091","PGAS1_04098",4,409800000
"2092","PGAS1_04099",4,409900000
"2093","PGAS1_04103",4,410300000
"2094","PGAS1_04105",4,410500000
"2095","PGAS1_04106",4,410600000
"2096","PGAS1_04115",4,411500000
"2097","PGAS1_04116",4,411600000
"2098","PGAS1_04120",4,412000000
"2099","PGAS1_04125",4,412500000
"2100","PGAS1_04126",4,412600000
"2101","PGAS1_04127",4,412700000
"2102","PGAS1_04133",4,413300000
"2103","PGAS1_04135",4,413500000
"2104","PGAS1_04136",4,413600000
"2105","PGAS1_04137",4,413700000
"2106","PGAS1_04138",4,413800000
"2107","PGAS1_04145",4,414500000
"2108","PGAS1_04147",4,414700000
"2109","PGAS1_04149",4,414900000
"2110","PGAS1_04150",4,415000000
"2111","PGAS1_04151",4,415100000
"2112","PGAS1_04152",4,415200000
"2113","PGAS1_04154",4,415400000
"2114","PGAS1_04155",4,415500000
"2115","PGAS1_04156",4,415600000
"2116","PGAS1_04157",4,415700000
"2117","PGAS1_04160",4,416000000
"2118","PGAS1_04161",4,416100000
"2119","PGAS1_04163",4,416300000
"2120","PGAS1_04164",4,416400000
"2121","PGAS1_04167",4,416700000
"2122","PGAS1_04168",4,416800000
"2123","PGAS1_04169",4,416900000
"2124","PGAS1_04170",4,417000000
"2125","PGAS1_04172",4,417200000
"2126","PGAS1_04173",4,417300000
"2127","PGAS1_04177",4,417700000
"2128","PGAS1_04178",4,417800000
"2129","PGAS1_04179",4,417900000
"2130","PGAS1_04182",4,418200000
"2131","PGAS1_04183",4,418300000
"2132","PGAS1_04184",4,418400000
"2133","PGAS1_04190",4,419000000
"2134","PGAS1_04191",4,419100000
"2135","PGAS1_04193",4,419300000
"2136","PGAS1_04196",4,419600000
"2137","PGAS1_04197",4,419700000
"2138","PGAS1_04200",4,420000000
"2139","PGAS1_04202",4,420200000
"2140","PGAS1_04203",4,420300000
"2141","PGAS1_04204",4,420400000
"2142","PGAS1_04206",4,420600000
"2143","PGAS1_04208",4,420800000
"2144","PGAS1_04210",4,421000000
"2145","PGAS1_04211",4,421100000
"2146","PGAS1_04212",4,421200000
"2147","PGAS1_04213",4,421300000
"2148","PGAS1_04214",4,421400000
"2149","PGAS1_04216",4,421600000
"2150","PGAS1_04217",4,421700000
"2151","PGAS1_04218",4,421800000
"2152","PGAS1_04220",4,422000000
"2153","PGAS1_04226",4,422600000
"2154","PGAS1_04227",4,422700000
"2155","PGAS1_04228",4,422800000
"2156","PGAS1_04229",4,422900000
"2157","PGAS1_04230",4,423000000
"2158","PGAS1_04231",4,423100000
"2159","PGAS1_04233",4,423300000
"2160","PGAS1_04237",4,423700000
"2161","PGAS1_04239",4,423900000
"2162","PGAS1_04240",4,424000000
"2163","PGAS1_04241",4,424100000
"2164","PGAS1_04242",4,424200000
"2165","PGAS1_04243",4,424300000
"2166","PGAS1_04244",4,424400000
"2167","PGAS1_04245",4,424500000
"2168","PGAS1_04246",4,424600000
"2169","PGAS1_04247",4,424700000
"2170","PGAS1_04248",4,424800000
"2171","PGAS1_04250",4,425000000
"2172","PGAS1_04251",4,425100000
"2173","PGAS1_04252",4,425200000
"2174","PGAS1_04253",4,425300000
"2175","PGAS1_04257",4,425700000
"2176","PGAS1_04258",4,425800000
"2177","PGAS1_04259",4,425900000
"2178","PGAS1_04260",4,426000000
"2179","PGAS1_04265",4,426500000
"2180","PGAS1_04267",4,426700000
"2181","PGAS1_04268",4,426800000
"2182","PGAS1_04269",4,426900000
"2183","PGAS1_04270",4,427000000
"2184","PGAS1_04272",4,427200000
"2185","PGAS1_04273",4,427300000
"2186","PGAS1_04274",4,427400000
"2187","PGAS1_04275",4,427500000
"2188","PGAS1_04276",4,427600000
"2189","PGAS1_04277",4,427700000
"2190","PGAS1_04278",4,427800000
"2191","PGAS1_04279",4,427900000
"2192","PGAS1_04281",4,428100000
"2193","PGAS1_04283",4,428300000
"2194","PGAS1_04285",4,428500000
"2195","PGAS1_04286",4,428600000
"2196","PGAS1_04288",4,428800000
"2197","PGAS1_04289",4,428900000
"2198","PGAS1_04293",4,429300000
"2199","PGAS1_04297",4,429700000
"2200","PGAS1_04298",4,429800000
"2201","PGAS1_04300",4,430000000
"2202","PGAS1_04306",4,430600000
"2203","PGAS1_04308",4,430800000
"2204","PGAS1_04309",4,430900000
"2205","PGAS1_04311",4,431100000
"2206","PGAS1_04313",4,431300000
"2207","PGAS1_04314",4,431400000
"2208","PGAS1_04317",4,431700000
"2209","PGAS1_04318",4,431800000
"2210","PGAS1_04319",4,431900000
"2211","PGAS1_04321",4,432100000
"2212","PGAS1_04322",4,432200000
"2213","PGAS1_04325",4,432500000
"2214","PGAS1_04326",4,432600000
"2215","PGAS1_04327",4,432700000
"2216","PGAS1_04331",4,433100000
"2217","PGAS1_04332",4,433200000
"2218","PGAS1_04333",4,433300000
"2219","PGAS1_04336",4,433600000
"2220","PGAS1_04348",4,434800000
"2221","PGAS1_04350",4,435000000
"2222","PGAS1_04351",4,435100000
"2223","PGAS1_04354",4,435400000
"2224","PGAS1_04358",4,435800000
"2225","PGAS1_04359",4,435900000
"2226","PGAS1_04360",4,436000000
"2227","PGAS1_04361",4,436100000
"2228","PGAS1_04364",4,436400000
"2229","PGAS1_04370",4,437000000
"2230","PGAS1_04371",4,437100000
"2231","PGAS1_04373",4,437300000
"2232","PGAS1_04380",4,438000000
"2233","PGAS1_04384",4,438400000
"2234","PGAS1_04391",4,439100000
"2235","PGAS1_04396",4,439600000
"2236","PGAS1_04397",4,439700000
"2237","PGAS1_04402",4,440200000
"2238","PGAS1_04403",4,440300000
"2239","PGAS1_04404",4,440400000
"2240","PGAS1_04405",4,440500000
"2241","PGAS1_04406",4,440600000
"2242","PGAS1_04407",4,440700000
"2243","PGAS1_04409",4,440900000
"2244","PGAS1_04413",4,441300000
"2245","PGAS1_04414",4,441400000
"2246","PGAS1_04415",4,441500000
"2247","PGAS1_04416",4,441600000
"2248","PGAS1_04417",4,441700000
"2249","PGAS1_04418",4,441800000
"2250","PGAS1_04420",4,442000000
"2251","PGAS1_04421",4,442100000
"2252","PGAS1_04425",4,442500000
"2253","PGAS1_04426",4,442600000
"2254","PGAS1_04427",4,442700000
"2255","PGAS1_04428",4,442800000
"2256","PGAS1_04430",4,443000000
"2257","PGAS1_04431",4,443100000
"2258","PGAS1_04434",4,443400000
"2259","PGAS1_04436",4,443600000
"2260","PGAS1_04437",4,443700000
"2261","PGAS1_04439",4,443900000
"2262","PGAS1_04440",4,444000000
"2263","PGAS1_04442",4,444200000
"2264","PGAS1_04443",4,444300000
"2265","PGAS1_04446",4,444600000
"2266","PGAS1_04448",4,444800000
"2267","PGAS1_04449",4,444900000
"2268","PGAS1_04451",4,445100000
"2269","PGAS1_04452",4,445200000
"2270","PGAS1_04453",4,445300000
"2271","PGAS1_04454",4,445400000
"2272","PGAS1_04455",4,445500000
"2273","PGAS1_04458",4,445800000
"2274","PGAS1_04459",4,445900000
"2275","PGAS1_04461",4,446100000
"2276","PGAS1_04462",4,446200000
"2277","PGAS1_04466",4,446600000
"2278","PGAS1_04471",4,447100000
"2279","PGAS1_04474",4,447400000
"2280","PGAS1_04478",4,447800000
"2281","PGAS1_04482",4,448200000
"2282","PGAS1_04483",4,448300000
"2283","PGAS1_04486",4,448600000
"2284","PGAS1_04487",4,448700000
"2285","PGAS1_04492",4,449200000
"2286","PGAS1_04493",4,449300000
"2287","PGAS1_04498",4,449800000
"2288","PGAS1_04500",4,450000000
"2289","PGAS1_04501",4,450100000
"2290","PGAS1_04502",4,450200000
"2291","PGAS1_04503",4,450300000
"2292","PGAS1_04504",4,450400000
"2293","PGAS1_04505",4,450500000
"2294","PGAS1_04506",4,450600000
"2295","PGAS1_04507",4,450700000
"2296","PGAS1_04508",4,450800000
"2297","PGAS1_04509",4,450900000
"2298","PGAS1_04510",4,451000000
"2299","PGAS1_04513",4,451300000
"2300","PGAS1_04514",4,451400000
"2301","PGAS1_04515",4,451500000
"2302","PGAS1_04517",4,451700000
"2303","PGAS1_04520",4,452000000
"2304","PGAS1_04521",4,452100000
"2305","PGAS1_04524",4,452400000
"2306","PGAS1_04525",4,452500000
"2307","PGAS1_04530",4,453000000
"2308","PGAS1_04531",4,453100000
"2309","PGAS1_04532",4,453200000
"2310","PGAS1_04536",4,453600000
"2311","PGAS1_04537",4,453700000
"2312","PGAS1_04538",4,453800000
"2313","PGAS1_04540",4,454000000
"2314","PGAS1_04544",4,454400000
"2315","PGAS1_04545",4,454500000
"2316","PGAS1_04548",4,454800000
"2317","PGAS1_04554",4,455400000
"2318","PGAS1_04556",4,455600000
"2319","PGAS1_04558",4,455800000
"2320","PGAS1_04560",4,456000000
"2321","PGAS1_04561",4,456100000
"2322","PGAS1_04565",4,456500000
"2323","PGAS1_04566",4,456600000
"2324","PGAS1_04581",4,458100000
"2325","PGAS1_04585",4,458500000
"2326","PGAS1_04587",4,458700000
"2327","PGAS1_04588",4,458800000
"2328","PGAS1_04590",4,459000000
"2329","PGAS1_04591",4,459100000
"2330","PGAS1_04597",4,459700000
"2331","PGAS1_04598",4,459800000
"2332","PGAS1_04604",4,460400000
"2333","PGAS1_04606",4,460600000
"2334","PGAS1_04608",4,460800000
"2335","PGAS1_04609",4,460900000
"2336","PGAS1_04612",4,461200000
"2337","PGAS1_04614",4,461400000
"2338","PGAS1_04615",4,461500000
"2339","PGAS1_04616",4,461600000
"2340","PGAS1_04618",4,461800000
"2341","PGAS1_04620",4,462000000
"2342","PGAS1_04621",4,462100000
"2343","PGAS1_04624",4,462400000
"2344","PGAS1_04625",4,462500000
"2345","PGAS1_04628",4,462800000
"2346","PGAS1_04629",4,462900000
"2347","PGAS1_04632",4,463200000
"2348","PGAS1_04633",4,463300000
"2349","PGAS1_04636",4,463600000
"2350","PGAS1_04637",4,463700000
"2351","PGAS1_04638",4,463800000
"2352","PGAS1_04639",4,463900000
"2353","PGAS1_04640",4,464000000
"2354","PGAS1_04641",4,464100000
"2355","PGAS1_04643",4,464300000
"2356","PGAS1_04644",4,464400000
"2357","PGAS1_04646",4,464600000
"2358","PGAS1_04650",4,465000000
"2359","PGAS1_04651",4,465100000
"2360","PGAS1_04652",4,465200000
"2361","PGAS1_04653",4,465300000
"2362","PGAS1_04654",4,465400000
"2363","PGAS1_04655",4,465500000
"2364","PGAS1_04657",4,465700000
"2365","PGAS1_04661",4,466100000
"2366","PGAS1_04662",4,466200000
"2367","PGAS1_04663",4,466300000
"2368","PGAS1_04664",4,466400000
"2369","PGAS1_04665",4,466500000
"2370","PGAS1_04666",4,466600000
"2371","PGAS1_04667",4,466700000
"2372","PGAS1_04669",4,466900000
"2373","PGAS1_04679",4,467900000
"2374","PGAS1_04685",4,468500000
"2375","PGAS1_04686",4,468600000
"2376","PGAS1_04687",4,468700000
"2377","PGAS1_04688",4,468800000
"2378","PGAS1_04690",4,469000000
"2379","PGAS1_04691",4,469100000
"2380","PGAS1_04693",4,469300000
"2381","PGAS1_04694",4,469400000
"2382","PGAS1_04695",4,469500000
"2383","PGAS1_04700",4,470000000
"2384","PGAS1_04701",4,470100000
"2385","PGAS1_04702",4,470200000
"2386","PGAS1_04703",4,470300000
"2387","PGAS1_04704",4,470400000
"2388","PGAS1_04706",4,470600000
"2389","PGAS1_04709",4,470900000
"2390","PGAS1_04710",4,471000000
"2391","PGAS1_04711",4,471100000
"2392","PGAS1_04712",4,471200000
"2393","PGAS1_04713",4,471300000
"2394","PGAS1_04715",4,471500000
"2395","PGAS1_04719",4,471900000
"2396","PGAS1_04724",4,472400000
"2397","PGAS1_04725",4,472500000
"2398","PGAS1_04726",4,472600000
"2399","PGAS1_04728",4,472800000
"2400","PGAS1_04729",4,472900000
"2401","PGAS1_04730",4,473000000
"2402","PGAS1_04731",4,473100000
"2403","PGAS1_04734",4,473400000
"2404","PGAS1_04735",4,473500000
"2405","PGAS1_04736",4,473600000
"2406","PGAS1_04738",4,473800000
"2407","PGAS1_04742",4,474200000
"2408","PGAS1_04743",4,474300000
"2409","PGAS1_04744",4,474400000
"2410","PGAS1_04745",4,474500000
"2411","PGAS1_04746",4,474600000
"2412","PGAS1_04747",4,474700000
"2413","PGAS1_04751",4,475100000
"2414","PGAS1_04754",4,475400000
"2415","PGAS1_04755",4,475500000
"2416","PGAS1_04756",4,475600000
"2417","PGAS1_04757",4,475700000
"2418","PGAS1_04758",4,475800000
"2419","PGAS1_04760",4,476000000
"2420","PGAS1_04761",4,476100000
"2421","PGAS1_04764",4,476400000
"2422","PGAS1_04765",4,476500000
"2423","PGAS1_04766",4,476600000
"2424","PGAS1_04772",4,477200000
"2425","PGAS1_04773",4,477300000
"2426","PGAS1_04780",4,478000000
"2427","PGAS1_04781",4,478100000
"2428","PGAS1_04783",4,478300000
"2429","PGAS1_04784",4,478400000
"2430","PGAS1_04785",4,478500000
"2431","PGAS1_04787",4,478700000
"2432","PGAS1_04789",4,478900000
"2433","PGAS1_04791",4,479100000
"2434","PGAS1_04794",4,479400000
"2435","PGAS1_04797",4,479700000
"2436","PGAS1_04798",4,479800000
"2437","PGAS1_04799",4,479900000
"2438","PGAS1_04802",4,480200000
"2439","PGAS1_04813",4,481300000
"2440","PGAS1_04814",4,481400000
"2441","PGAS1_04815",4,481500000
"2442","PGAS1_04820",4,482000000
"2443","PGAS1_04822",4,482200000
"2444","PGAS1_04823",4,482300000
"2445","PGAS1_04827",4,482700000
"2446","PGAS1_04830",4,483000000
"2447","PGAS1_04832",4,483200000
"2448","PGAS1_04833",4,483300000
"2449","PGAS1_04834",4,483400000
"2450","PGAS1_04842",4,484200000
"2451","PGAS1_04844",4,484400000
"2452","PGAS1_04845",4,484500000
"2453","PGAS1_04846",4,484600000
"2454","PGAS1_04847",4,484700000
"2455","PGAS1_04850",4,485000000
"2456","PGAS1_04852",4,485200000
"2457","PGAS1_04853",4,485300000
"2458","PGAS1_04856",4,485600000
"2459","PGAS1_04861",4,486100000
"2460","PGAS1_04862",4,486200000
"2461","PGAS1_04867",4,486700000
"2462","PGAS1_04870",4,487000000
"2463","PGAS1_04877",4,487700000
"2464","PGAS1_04878",4,487800000
"2465","PGAS1_04879",4,487900000
"2466","PGAS1_04880",4,488000000
"2467","PGAS1_04881",4,488100000
"2468","PGAS1_04883",4,488300000
"2469","PGAS1_04884",4,488400000
"2470","PGAS1_04890",4,489000000
"2471","PGAS1_04891",4,489100000
"2472","PGAS1_04892",4,489200000
"2473","PGAS1_04894",4,489400000
"2474","PGAS1_04898",4,489800000
"2475","PGAS1_04900",4,490000000
"2476","PGAS1_04901",4,490100000
"2477","PGAS1_04903",4,490300000
"2478","PGAS1_04904",4,490400000
"2479","PGAS1_04906",4,490600000
"2480","PGAS1_04907",4,490700000
"2481","PGAS1_04909",4,490900000
"2482","PGAS1_04915",4,491500000
"2483","PGAS1_04918",4,491800000
"2484","PGAS1_04920",4,492000000
"2485","PGAS1_04922",4,492200000
"2486","PGAS1_04923",4,492300000
"2487","PGAS1_04924",4,492400000
"2488","PGAS1_04925",4,492500000
"2489","PGAS1_04926",4,492600000
"2490","PGAS1_04927",4,492700000
"2491","PGAS1_04928",4,492800000
"2492","PGAS1_04931",4,493100000
"2493","PGAS1_04933",4,493300000
"2494","PGAS1_04934",4,493400000
"2495","PGAS1_04936",4,493600000
"2496","PGAS1_04937",4,493700000
"2497","PGAS1_04938",4,493800000
"2498","PGAS1_04942",4,494200000
"2499","PGAS1_04943",4,494300000
"2500","PGAS1_04944",4,494400000
"2501","PGAS1_04946",4,494600000
"2502","PGAS1_04951",4,495100000
"2503","PGAS1_04953",4,495300000
"2504","PGAS1_04954",4,495400000
"2505","PGAS1_04956",4,495600000
"2506","PGAS1_04957",4,495700000
"2507","PGAS1_04959",4,495900000
"2508","PGAS1_04960",4,496000000
"2509","PGAS1_04961",4,496100000
"2510","PGAS1_04962",4,496200000
"2511","PGAS1_04964",4,496400000
"2512","PGAS1_04967",4,496700000
"2513","PGAS1_04968",4,496800000
"2514","PGAS1_04971",4,497100000
"2515","PGAS1_04972",4,497200000
"2516","PGAS1_04973",4,497300000
"2517","PGAS1_04974",4,497400000
"2518","PGAS1_04975",4,497500000
"2519","PGAS1_04976",4,497600000
"2520","PGAS1_04979",4,497900000
"2521","PGAS1_04982",4,498200000
"2522","PGAS1_04988",4,498800000
"2523","PGAS1_04989",4,498900000
"2524","PGAS1_04990",4,499000000
"2525","PGAS1_04991",4,499100000
"2526","PGAS1_04992",4,499200000
"2527","PGAS1_04996",4,499600000
"2528","PGAS1_04997",4,499700000
"2529","PGAS1_04998",4,499800000
"2530","PGAS1_04999",4,499900000
"2531","PGAS1_05001",5,500100000
"2532","PGAS1_05003",5,500300000
"2533","PGAS1_05006",5,500600000
"2534","PGAS1_05008",5,500800000
"2535","PGAS1_05009",5,500900000
"2536","PGAS1_05010",5,501000000
"2537","PGAS1_05012",5,501200000
"2538","PGAS1_05014",5,501400000
"2539","PGAS1_05015",5,501500000
"2540","PGAS1_05016",5,501600000
"2541","PGAS1_05017",5,501700000
"2542","PGAS1_05018",5,501800000
"2543","PGAS1_05020",5,502000000
"2544","PGAS1_05022",5,502200000
"2545","PGAS1_05023",5,502300000
"2546","PGAS1_05024",5,502400000
"2547","PGAS1_05026",5,502600000
"2548","PGAS1_05028",5,502800000
"2549","PGAS1_05029",5,502900000
"2550","PGAS1_05030",5,503000000
"2551","PGAS1_05033",5,503300000
"2552","PGAS1_05035",5,503500000
"2553","PGAS1_05036",5,503600000
"2554","PGAS1_05039",5,503900000
"2555","PGAS1_05041",5,504100000
"2556","PGAS1_05042",5,504200000
"2557","PGAS1_05043",5,504300000
"2558","PGAS1_05044",5,504400000
"2559","PGAS1_05049",5,504900000
"2560","PGAS1_05050",5,505000000
"2561","PGAS1_05052",5,505200000
"2562","PGAS1_05053",5,505300000
"2563","PGAS1_05054",5,505400000
"2564","PGAS1_05055",5,505500000
"2565","PGAS1_05062",5,506200000
"2566","PGAS1_05063",5,506300000
"2567","PGAS1_05064",5,506400000
"2568","PGAS1_05065",5,506500000
"2569","PGAS1_05066",5,506600000
"2570","PGAS1_05069",5,506900000
"2571","PGAS1_05070",5,507000000
"2572","PGAS1_05073",5,507300000
"2573","PGAS1_05074",5,507400000
"2574","PGAS1_05077",5,507700000
"2575","PGAS1_05081",5,508100000
"2576","PGAS1_05082",5,508200000
"2577","PGAS1_05083",5,508300000
"2578","PGAS1_05087",5,508700000
"2579","PGAS1_05090",5,509000000
"2580","PGAS1_05091",5,509100000
"2581","PGAS1_05092",5,509200000
"2582","PGAS1_05094",5,509400000
"2583","PGAS1_05097",5,509700000
"2584","PGAS1_05099",5,509900000
"2585","PGAS1_05101",5,510100000
"2586","PGAS1_05102",5,510200000
