Marker_Name,Chromosome,Position,Position,,
PGAS1_02636,2,02636,263600000,,
PGAS1_02645,2,02645,264500000,,
PGAS1_02650,2,02650,265000000,,
PGAS1_02651,2,02651,265100000,,
PGAS1_02652,2,02652,265200000,,
PGAS1_02654,2,02654,265400000,,
PGAS1_02655,2,02655,265500000,,
PGAS1_02660,2,02660,266000000,,
PGAS1_02670,2,02670,267000000,,
PGAS1_02671,2,02671,267100000,,
PGAS1_02672,2,02672,267200000,,
PGAS1_02676,2,02676,267600000,,
PGAS1_02679,2,02679,267900000,,
PGAS1_02680,2,02680,268000000,,
PGAS1_02681,2,02681,268100000,,
PGAS1_02688,2,02688,268800000,,
PGAS1_02689,2,02689,268900000,,
PGAS1_02690,2,02690,269000000,,
PGAS1_02703,2,02703,270300000,,
PGAS1_02704,2,02704,270400000,,
PGAS1_02705,2,02705,270500000,,
PGAS1_02708,2,02708,270800000,,
PGAS1_02709,2,02709,270900000,,
PGAS1_02714,2,02714,271400000,,
PGAS1_02716,2,02716,271600000,,
PGAS1_02721,2,02721,272100000,,
PGAS1_02723,2,02723,272300000,,
PGAS1_02725,2,02725,272500000,,
PGAS1_02726,2,02726,272600000,,
PGAS1_02729,2,02729,272900000,,
PGAS1_02734,2,02734,273400000,,
PGAS1_02735,2,02735,273500000,,
PGAS1_02738,2,02738,273800000,,
PGAS1_02739,2,02739,273900000,,
PGAS1_02740,2,02740,274000000,,
PGAS1_02743,2,02743,274300000,,
PGAS1_02744,2,02744,274400000,,
PGAS1_02745,2,02745,274500000,,
PGAS1_02747,2,02747,274700000,,
PGAS1_02752,2,02752,275200000,,
PGAS1_02753,2,02753,275300000,,
PGAS1_02760,2,02760,276000000,,
PGAS1_02761,2,02761,276100000,,
PGAS1_02763,2,02763,276300000,,
PGAS1_02765,2,02765,276500000,,
PGAS1_02766,2,02766,276600000,,
PGAS1_02767,2,02767,276700000,,
PGAS1_02777,2,02777,277700000,,
PGAS1_02785,2,02785,278500000,,
PGAS1_02786,2,02786,278600000,,
PGAS1_02790,2,02790,279000000,,
PGAS1_02791,2,02791,279100000,,
PGAS1_02793,2,02793,279300000,,
PGAS1_02794,2,02794,279400000,,
PGAS1_02795,2,02795,279500000,,
PGAS1_02796,2,02796,279600000,,
PGAS1_02797,2,02797,279700000,,
PGAS1_02798,2,02798,279800000,,
PGAS1_02799,2,02799,279900000,,
PGAS1_02800,2,02800,280000000,,
PGAS1_02801,2,02801,280100000,,
PGAS1_02805,2,02805,280500000,,
PGAS1_02811,2,02811,281100000,,
PGAS1_02812,2,02812,281200000,,
PGAS1_02815,2,02815,281500000,,
PGAS1_02823,2,02823,282300000,,
PGAS1_02824,2,02824,282400000,,
PGAS1_02840,2,02840,284000000,,
PGAS1_02841,2,02841,284100000,,
PGAS1_02842,2,02842,284200000,,
PGAS1_02843,2,02843,284300000,,
PGAS1_02844,2,02844,284400000,,
PGAS1_02845,2,02845,284500000,,
PGAS1_02848,2,02848,284800000,,
PGAS1_02850,2,02850,285000000,,
PGAS1_02851,2,02851,285100000,,
PGAS1_02856,2,02856,285600000,,
PGAS1_02860,2,02860,286000000,,
PGAS1_02868,2,02868,286800000,,
PGAS1_02869,2,02869,286900000,,
PGAS1_02870,2,02870,287000000,,
PGAS1_02871,2,02871,287100000,,
PGAS1_02872,2,02872,287200000,,
PGAS1_02873,2,02873,287300000,,
PGAS1_02884,2,02884,288400000,,
PGAS1_02889,2,02889,288900000,,
PGAS1_02895,2,02895,289500000,,
PGAS1_02896,2,02896,289600000,,
PGAS1_02897,2,02897,289700000,,
PGAS1_02900,2,02900,290000000,,
PGAS1_02905,2,02905,290500000,,
PGAS1_02906,2,02906,290600000,,
PGAS1_02911,2,02911,291100000,,
PGAS1_02913,2,02913,291300000,,
PGAS1_02923,2,02923,292300000,,
PGAS1_02926,2,02926,292600000,,
PGAS1_02927,2,02927,292700000,,
PGAS1_02936,2,02936,293600000,,
PGAS1_02948,2,02948,294800000,,
PGAS1_02961,2,02961,296100000,,
PGAS1_02976,2,02976,297600000,,
PGAS1_02977,2,02977,297700000,,
PGAS1_02983,2,02983,298300000,,
PGAS1_02984,2,02984,298400000,,
PGAS1_02985,2,02985,298500000,,
PGAS1_02987,2,02987,298700000,,
PGAS1_02988,2,02988,298800000,,
PGAS1_02990,2,02990,299000000,,
PGAS1_02993,2,02993,299300000,,
PGAS1_02994,2,02994,299400000,,
PGAS1_02995,2,02995,299500000,,
PGAS1_02996,2,02996,299600000,,
PGAS1_02997,2,02997,299700000,,
PGAS1_02998,2,02998,299800000,,
PGAS1_03003,3,03003,300300000,,
PGAS1_03004,3,03004,300400000,,
PGAS1_03007,3,03007,300700000,,
PGAS1_03009,3,03009,300900000,,
PGAS1_03015,3,03015,301500000,,
PGAS1_03018,3,03018,301800000,,
PGAS1_03021,3,03021,302100000,,
PGAS1_03024,3,03024,302400000,,
PGAS1_03025,3,03025,302500000,,
PGAS1_03027,3,03027,302700000,,
PGAS1_03030,3,03030,303000000,,
PGAS1_03034,3,03034,303400000,,
PGAS1_03036,3,03036,303600000,,
PGAS1_03038,3,03038,303800000,,
PGAS1_03044,3,03044,304400000,,
PGAS1_03046,3,03046,304600000,,
PGAS1_03047,3,03047,304700000,,
PGAS1_03049,3,03049,304900000,,
PGAS1_03051,3,03051,305100000,,
PGAS1_03052,3,03052,305200000,,
PGAS1_03053,3,03053,305300000,,
PGAS1_03054,3,03054,305400000,,
PGAS1_03055,3,03055,305500000,,
PGAS1_03056,3,03056,305600000,,
PGAS1_03057,3,03057,305700000,,
PGAS1_03058,3,03058,305800000,,
PGAS1_03059,3,03059,305900000,,
PGAS1_03060,3,03060,306000000,,
PGAS1_03063,3,03063,306300000,,
PGAS1_03064,3,03064,306400000,,
PGAS1_03067,3,03067,306700000,,
PGAS1_03069,3,03069,306900000,,
PGAS1_03070,3,03070,307000000,,
PGAS1_03071,3,03071,307100000,,
PGAS1_03072,3,03072,307200000,,
PGAS1_03075,3,03075,307500000,,
PGAS1_03076,3,03076,307600000,,
PGAS1_03077,3,03077,307700000,,
PGAS1_03078,3,03078,307800000,,
PGAS1_03079,3,03079,307900000,,
PGAS1_03087,3,03087,308700000,,
PGAS1_03088,3,03088,308800000,,
PGAS1_03091,3,03091,309100000,,
PGAS1_03092,3,03092,309200000,,
PGAS1_03099,3,03099,309900000,,
PGAS1_03101,3,03101,310100000,,
PGAS1_03102,3,03102,310200000,,
PGAS1_03106,3,03106,310600000,,
PGAS1_03107,3,03107,310700000,,
PGAS1_03108,3,03108,310800000,,
PGAS1_03113,3,03113,311300000,,
PGAS1_03115,3,03115,311500000,,
PGAS1_03116,3,03116,311600000,,
PGAS1_03120,3,03120,312000000,,
PGAS1_03123,3,03123,312300000,,
PGAS1_03124,3,03124,312400000,,
PGAS1_03125,3,03125,312500000,,
PGAS1_03126,3,03126,312600000,,
PGAS1_03127,3,03127,312700000,,
PGAS1_03128,3,03128,312800000,,
PGAS1_03130,3,03130,313000000,,
PGAS1_03143,3,03143,314300000,,
PGAS1_03144,3,03144,314400000,,
PGAS1_03147,3,03147,314700000,,
PGAS1_03154,3,03154,315400000,,
PGAS1_03158,3,03158,315800000,,
PGAS1_03163,3,03163,316300000,,
PGAS1_03165,3,03165,316500000,,
PGAS1_03172,3,03172,317200000,,
PGAS1_03173,3,03173,317300000,,
PGAS1_03177,3,03177,317700000,,
PGAS1_03178,3,03178,317800000,,
PGAS1_03179,3,03179,317900000,,
PGAS1_03180,3,03180,318000000,,
PGAS1_03182,3,03182,318200000,,
PGAS1_03183,3,03183,318300000,,
PGAS1_03199,3,03199,319900000,,
PGAS1_03202,3,03202,320200000,,
PGAS1_03204,3,03204,320400000,,
PGAS1_03206,3,03206,320600000,,
PGAS1_03209,3,03209,320900000,,
PGAS1_03211,3,03211,321100000,,
PGAS1_03214,3,03214,321400000,,
PGAS1_03215,3,03215,321500000,,
PGAS1_03217,3,03217,321700000,,
PGAS1_03222,3,03222,322200000,,
PGAS1_03228,3,03228,322800000,,
PGAS1_03229,3,03229,322900000,,
PGAS1_03230,3,03230,323000000,,
PGAS1_03231,3,03231,323100000,,
PGAS1_03232,3,03232,323200000,,
PGAS1_03233,3,03233,323300000,,
PGAS1_03238,3,03238,323800000,,
PGAS1_03239,3,03239,323900000,,
PGAS1_03240,3,03240,324000000,,
PGAS1_03242,3,03242,324200000,,
PGAS1_03248,3,03248,324800000,,
PGAS1_03252,3,03252,325200000,,
PGAS1_03253,3,03253,325300000,,
PGAS1_03254,3,03254,325400000,,
PGAS1_03256,3,03256,325600000,,
PGAS1_03257,3,03257,325700000,,
PGAS1_03258,3,03258,325800000,,
PGAS1_03259,3,03259,325900000,,
PGAS1_03263,3,03263,326300000,,
PGAS1_03265,3,03265,326500000,,
PGAS1_03267,3,03267,326700000,,
PGAS1_03268,3,03268,326800000,,
PGAS1_03270,3,03270,327000000,,
PGAS1_03272,3,03272,327200000,,
PGAS1_03281,3,03281,328100000,,
PGAS1_03284,3,03284,328400000,,
PGAS1_03285,3,03285,328500000,,
PGAS1_03286,3,03286,328600000,,
PGAS1_03287,3,03287,328700000,,
PGAS1_03288,3,03288,328800000,,
PGAS1_03290,3,03290,329000000,,
PGAS1_03296,3,03296,329600000,,
PGAS1_03301,3,03301,330100000,,
PGAS1_03303,3,03303,330300000,,
PGAS1_03304,3,03304,330400000,,
PGAS1_03306,3,03306,330600000,,
PGAS1_03307,3,03307,330700000,,
PGAS1_03308,3,03308,330800000,,
PGAS1_03309,3,03309,330900000,,
PGAS1_03315,3,03315,331500000,,
PGAS1_03319,3,03319,331900000,,
PGAS1_03320,3,03320,332000000,,
PGAS1_03321,3,03321,332100000,,
PGAS1_03322,3,03322,332200000,,
PGAS1_03323,3,03323,332300000,,
PGAS1_03325,3,03325,332500000,,
PGAS1_03327,3,03327,332700000,,
PGAS1_03328,3,03328,332800000,,
PGAS1_03331,3,03331,333100000,,
PGAS1_03337,3,03337,333700000,,
PGAS1_03338,3,03338,333800000,,
PGAS1_03341,3,03341,334100000,,
PGAS1_03342,3,03342,334200000,,
PGAS1_03344,3,03344,334400000,,
PGAS1_03345,3,03345,334500000,,
PGAS1_03356,3,03356,335600000,,
PGAS1_03358,3,03358,335800000,,
PGAS1_03359,3,03359,335900000,,
PGAS1_03360,3,03360,336000000,,
PGAS1_03362,3,03362,336200000,,
PGAS1_03364,3,03364,336400000,,
PGAS1_03365,3,03365,336500000,,
PGAS1_03366,3,03366,336600000,,
PGAS1_03367,3,03367,336700000,,
PGAS1_03368,3,03368,336800000,,
PGAS1_03369,3,03369,336900000,,
PGAS1_03370,3,03370,337000000,,
PGAS1_03371,3,03371,337100000,,
PGAS1_03372,3,03372,337200000,,
PGAS1_03373,3,03373,337300000,,
PGAS1_03374,3,03374,337400000,,
PGAS1_03384,3,03384,338400000,,
PGAS1_03387,3,03387,338700000,,
PGAS1_03390,3,03390,339000000,,
PGAS1_03391,3,03391,339100000,,
PGAS1_03392,3,03392,339200000,,
PGAS1_03394,3,03394,339400000,,
PGAS1_03395,3,03395,339500000,,
PGAS1_03396,3,03396,339600000,,
PGAS1_03397,3,03397,339700000,,
PGAS1_03399,3,03399,339900000,,
PGAS1_03400,3,03400,340000000,,
PGAS1_03403,3,03403,340300000,,
PGAS1_03414,3,03414,341400000,,
PGAS1_03420,3,03420,342000000,,
PGAS1_03422,3,03422,342200000,,
PGAS1_03424,3,03424,342400000,,
PGAS1_03426,3,03426,342600000,,
PGAS1_03427,3,03427,342700000,,
PGAS1_03428,3,03428,342800000,,
PGAS1_03429,3,03429,342900000,,
PGAS1_03430,3,03430,343000000,,
PGAS1_03431,3,03431,343100000,,
PGAS1_03432,3,03432,343200000,,
PGAS1_03436,3,03436,343600000,,
PGAS1_03437,3,03437,343700000,,
PGAS1_03440,3,03440,344000000,,
PGAS1_03442,3,03442,344200000,,
PGAS1_03445,3,03445,344500000,,
PGAS1_03446,3,03446,344600000,,
PGAS1_03448,3,03448,344800000,,
PGAS1_03449,3,03449,344900000,,
PGAS1_03455,3,03455,345500000,,
PGAS1_03456,3,03456,345600000,,
PGAS1_03457,3,03457,345700000,,
PGAS1_03463,3,03463,346300000,,
PGAS1_03464,3,03464,346400000,,
PGAS1_03465,3,03465,346500000,,
PGAS1_03466,3,03466,346600000,,
PGAS1_03475,3,03475,347500000,,
PGAS1_03478,3,03478,347800000,,
PGAS1_03480,3,03480,348000000,,
PGAS1_03482,3,03482,348200000,,
PGAS1_03483,3,03483,348300000,,
PGAS1_03485,3,03485,348500000,,
PGAS1_03486,3,03486,348600000,,
PGAS1_03488,3,03488,348800000,,
PGAS1_03497,3,03497,349700000,,
PGAS1_03498,3,03498,349800000,,
PGAS1_03502,3,03502,350200000,,
PGAS1_03504,3,03504,350400000,,
PGAS1_03505,3,03505,350500000,,
PGAS1_03506,3,03506,350600000,,
PGAS1_03512,3,03512,351200000,,
PGAS1_03521,3,03521,352100000,,
PGAS1_03526,3,03526,352600000,,
PGAS1_03530,3,03530,353000000,,
PGAS1_03533,3,03533,353300000,,
PGAS1_03534,3,03534,353400000,,
PGAS1_03535,3,03535,353500000,,
PGAS1_03536,3,03536,353600000,,
PGAS1_03537,3,03537,353700000,,
PGAS1_03538,3,03538,353800000,,
PGAS1_03540,3,03540,354000000,,
PGAS1_03541,3,03541,354100000,,
PGAS1_03547,3,03547,354700000,,
PGAS1_03551,3,03551,355100000,,
PGAS1_03552,3,03552,355200000,,
PGAS1_03554,3,03554,355400000,,
PGAS1_03564,3,03564,356400000,,
PGAS1_03565,3,03565,356500000,,
PGAS1_03568,3,03568,356800000,,
PGAS1_03570,3,03570,357000000,,
PGAS1_03571,3,03571,357100000,,
PGAS1_03574,3,03574,357400000,,
PGAS1_03576,3,03576,357600000,,
PGAS1_03583,3,03583,358300000,,
PGAS1_03584,3,03584,358400000,,
PGAS1_03586,3,03586,358600000,,
PGAS1_03587,3,03587,358700000,,
PGAS1_03589,3,03589,358900000,,
PGAS1_03597,3,03597,359700000,,
PGAS1_03609,3,03609,360900000,,
PGAS1_03612,3,03612,361200000,,
PGAS1_03613,3,03613,361300000,,
PGAS1_03614,3,03614,361400000,,
PGAS1_03618,3,03618,361800000,,
PGAS1_03624,3,03624,362400000,,
PGAS1_03625,3,03625,362500000,,
PGAS1_03626,3,03626,362600000,,
PGAS1_03627,3,03627,362700000,,
PGAS1_03631,3,03631,363100000,,
PGAS1_03632,3,03632,363200000,,
PGAS1_03635,3,03635,363500000,,
PGAS1_03636,3,03636,363600000,,
PGAS1_03640,3,03640,364000000,,
PGAS1_03642,3,03642,364200000,,
PGAS1_03644,3,03644,364400000,,
PGAS1_03646,3,03646,364600000,,
PGAS1_03647,3,03647,364700000,,
PGAS1_03650,3,03650,365000000,,
PGAS1_03651,3,03651,365100000,,
PGAS1_03660,3,03660,366000000,,
PGAS1_03661,3,03661,366100000,,
PGAS1_03662,3,03662,366200000,,
PGAS1_03666,3,03666,366600000,,
PGAS1_03677,3,03677,367700000,,
PGAS1_03678,3,03678,367800000,,
PGAS1_03679,3,03679,367900000,,
PGAS1_03682,3,03682,368200000,,
PGAS1_03685,3,03685,368500000,,
PGAS1_03686,3,03686,368600000,,
PGAS1_03687,3,03687,368700000,,
PGAS1_03691,3,03691,369100000,,
PGAS1_03693,3,03693,369300000,,
PGAS1_03694,3,03694,369400000,,
PGAS1_03695,3,03695,369500000,,
PGAS1_03696,3,03696,369600000,,
PGAS1_03700,3,03700,370000000,,
PGAS1_03701,3,03701,370100000,,
PGAS1_03702,3,03702,370200000,,
PGAS1_03708,3,03708,370800000,,
PGAS1_03711,3,03711,371100000,,
PGAS1_03720,3,03720,372000000,,
PGAS1_03721,3,03721,372100000,,
PGAS1_03722,3,03722,372200000,,
PGAS1_03726,3,03726,372600000,,
PGAS1_03727,3,03727,372700000,,
PGAS1_03730,3,03730,373000000,,
PGAS1_03731,3,03731,373100000,,
PGAS1_03732,3,03732,373200000,,
PGAS1_03733,3,03733,373300000,,
PGAS1_03735,3,03735,373500000,,
PGAS1_03737,3,03737,373700000,,
PGAS1_03742,3,03742,374200000,,
PGAS1_03744,3,03744,374400000,,
PGAS1_03750,3,03750,375000000,,
PGAS1_03754,3,03754,375400000,,
PGAS1_03755,3,03755,375500000,,
PGAS1_03762,3,03762,376200000,,
PGAS1_03763,3,03763,376300000,,
PGAS1_03764,3,03764,376400000,,
PGAS1_03765,3,03765,376500000,,
PGAS1_03768,3,03768,376800000,,
PGAS1_03771,3,03771,377100000,,
PGAS1_03776,3,03776,377600000,,
PGAS1_03778,3,03778,377800000,,
PGAS1_03779,3,03779,377900000,,
PGAS1_03780,3,03780,378000000,,
PGAS1_03782,3,03782,378200000,,
PGAS1_03786,3,03786,378600000,,
PGAS1_03787,3,03787,378700000,,
PGAS1_03793,3,03793,379300000,,
PGAS1_03794,3,03794,379400000,,
PGAS1_03795,3,03795,379500000,,
PGAS1_03800,3,03800,380000000,,
PGAS1_03801,3,03801,380100000,,
PGAS1_03803,3,03803,380300000,,
PGAS1_03804,3,03804,380400000,,
PGAS1_03805,3,03805,380500000,,
PGAS1_03806,3,03806,380600000,,
PGAS1_03807,3,03807,380700000,,
PGAS1_03808,3,03808,380800000,,
PGAS1_03809,3,03809,380900000,,
PGAS1_03814,3,03814,381400000,,
PGAS1_03820,3,03820,382000000,,
PGAS1_03821,3,03821,382100000,,
PGAS1_03822,3,03822,382200000,,
PGAS1_03823,3,03823,382300000,,
PGAS1_03824,3,03824,382400000,,
PGAS1_03825,3,03825,382500000,,
PGAS1_03826,3,03826,382600000,,
PGAS1_03829,3,03829,382900000,,
PGAS1_03833,3,03833,383300000,,
PGAS1_03836,3,03836,383600000,,
PGAS1_03839,3,03839,383900000,,
PGAS1_03842,3,03842,384200000,,
PGAS1_03844,3,03844,384400000,,
PGAS1_03845,3,03845,384500000,,
PGAS1_03847,3,03847,384700000,,
PGAS1_03848,3,03848,384800000,,
PGAS1_03850,3,03850,385000000,,
PGAS1_03851,3,03851,385100000,,
PGAS1_03857,3,03857,385700000,,
PGAS1_03858,3,03858,385800000,,
PGAS1_03859,3,03859,385900000,,
PGAS1_03860,3,03860,386000000,,
PGAS1_03861,3,03861,386100000,,
PGAS1_03862,3,03862,386200000,,
PGAS1_03872,3,03872,387200000,,
PGAS1_03873,3,03873,387300000,,
PGAS1_03876,3,03876,387600000,,
PGAS1_03877,3,03877,387700000,,
PGAS1_03880,3,03880,388000000,,
PGAS1_03881,3,03881,388100000,,
PGAS1_03882,3,03882,388200000,,
PGAS1_03883,3,03883,388300000,,
PGAS1_03884,3,03884,388400000,,
PGAS1_03885,3,03885,388500000,,
PGAS1_03886,3,03886,388600000,,
PGAS1_03891,3,03891,389100000,,
PGAS1_03894,3,03894,389400000,,
PGAS1_03897,3,03897,389700000,,
PGAS1_03899,3,03899,389900000,,
PGAS1_03900,3,03900,390000000,,
PGAS1_03903,3,03903,390300000,,
PGAS1_03904,3,03904,390400000,,
PGAS1_03905,3,03905,390500000,,
PGAS1_03907,3,03907,390700000,,
PGAS1_03908,3,03908,390800000,,
PGAS1_03910,3,03910,391000000,,
PGAS1_03912,3,03912,391200000,,
PGAS1_03913,3,03913,391300000,,
PGAS1_03914,3,03914,391400000,,
PGAS1_03915,3,03915,391500000,,
PGAS1_03917,3,03917,391700000,,
PGAS1_03918,3,03918,391800000,,
PGAS1_03929,3,03929,392900000,,
PGAS1_03930,3,03930,393000000,,
PGAS1_03931,3,03931,393100000,,
PGAS1_03936,3,03936,393600000,,
PGAS1_03937,3,03937,393700000,,
PGAS1_03938,3,03938,393800000,,
PGAS1_03939,3,03939,393900000,,
PGAS1_03941,3,03941,394100000,,
PGAS1_03943,3,03943,394300000,,
PGAS1_03944,3,03944,394400000,,
PGAS1_03947,3,03947,394700000,,
PGAS1_03949,3,03949,394900000,,
PGAS1_03951,3,03951,395100000,,
PGAS1_03954,3,03954,395400000,,
PGAS1_03956,3,03956,395600000,,
PGAS1_03958,3,03958,395800000,,
PGAS1_03959,3,03959,395900000,,
PGAS1_03960,3,03960,396000000,,
PGAS1_03961,3,03961,396100000,,
PGAS1_03962,3,03962,396200000,,
PGAS1_03963,3,03963,396300000,,
PGAS1_03965,3,03965,396500000,,
PGAS1_03966,3,03966,396600000,,
PGAS1_03967,3,03967,396700000,,
PGAS1_03973,3,03973,397300000,,
PGAS1_03975,3,03975,397500000,,
PGAS1_03979,3,03979,397900000,,
PGAS1_03982,3,03982,398200000,,
PGAS1_03983,3,03983,398300000,,
PGAS1_03984,3,03984,398400000,,
PGAS1_03987,3,03987,398700000,,
PGAS1_03989,3,03989,398900000,,
PGAS1_03992,3,03992,399200000,,
PGAS1_03995,3,03995,399500000,,
PGAS1_03996,3,03996,399600000,,
PGAS1_03998,3,03998,399800000,,
PGAS1_03999,3,03999,399900000,,
PGAS1_04002,4,04002,400200000,,
PGAS1_04005,4,04005,400500000,,
PGAS1_04006,4,04006,400600000,,
PGAS1_04007,4,04007,400700000,,
PGAS1_04010,4,04010,401000000,,
PGAS1_04013,4,04013,401300000,,
PGAS1_04014,4,04014,401400000,,
PGAS1_04015,4,04015,401500000,,
PGAS1_04016,4,04016,401600000,,
PGAS1_04021,4,04021,402100000,,
PGAS1_04023,4,04023,402300000,,
PGAS1_04024,4,04024,402400000,,
PGAS1_04030,4,04030,403000000,,
PGAS1_04031,4,04031,403100000,,
PGAS1_04032,4,04032,403200000,,
PGAS1_04034,4,04034,403400000,,
PGAS1_04038,4,04038,403800000,,
PGAS1_04043,4,04043,404300000,,
PGAS1_04044,4,04044,404400000,,
PGAS1_04045,4,04045,404500000,,
PGAS1_04047,4,04047,404700000,,
PGAS1_04049,4,04049,404900000,,
PGAS1_04053,4,04053,405300000,,
PGAS1_04057,4,04057,405700000,,
PGAS1_04059,4,04059,405900000,,
PGAS1_04060,4,04060,406000000,,
PGAS1_04061,4,04061,406100000,,
PGAS1_04062,4,04062,406200000,,
PGAS1_04063,4,04063,406300000,,
PGAS1_04067,4,04067,406700000,,
PGAS1_04068,4,04068,406800000,,
PGAS1_04069,4,04069,406900000,,
PGAS1_04071,4,04071,407100000,,
PGAS1_04073,4,04073,407300000,,
PGAS1_04074,4,04074,407400000,,
PGAS1_04076,4,04076,407600000,,
PGAS1_04077,4,04077,407700000,,
PGAS1_04078,4,04078,407800000,,
PGAS1_04080,4,04080,408000000,,
PGAS1_04082,4,04082,408200000,,
PGAS1_04083,4,04083,408300000,,
PGAS1_04085,4,04085,408500000,,
PGAS1_04086,4,04086,408600000,,
PGAS1_04087,4,04087,408700000,,
PGAS1_04088,4,04088,408800000,,
PGAS1_04091,4,04091,409100000,,
PGAS1_04092,4,04092,409200000,,
PGAS1_04093,4,04093,409300000,,
PGAS1_04094,4,04094,409400000,,
PGAS1_04095,4,04095,409500000,,
PGAS1_04097,4,04097,409700000,,
PGAS1_04098,4,04098,409800000,,
PGAS1_04099,4,04099,409900000,,
PGAS1_04103,4,04103,410300000,,
PGAS1_04105,4,04105,410500000,,
PGAS1_04106,4,04106,410600000,,
PGAS1_04115,4,04115,411500000,,
PGAS1_04116,4,04116,411600000,,
PGAS1_04120,4,04120,412000000,,
PGAS1_04125,4,04125,412500000,,
PGAS1_04126,4,04126,412600000,,
PGAS1_04127,4,04127,412700000,,
PGAS1_04133,4,04133,413300000,,
PGAS1_04135,4,04135,413500000,,
PGAS1_04136,4,04136,413600000,,
PGAS1_04137,4,04137,413700000,,
PGAS1_04138,4,04138,413800000,,
PGAS1_04145,4,04145,414500000,,
PGAS1_04147,4,04147,414700000,,
PGAS1_04149,4,04149,414900000,,
PGAS1_04150,4,04150,415000000,,
PGAS1_04151,4,04151,415100000,,
PGAS1_04152,4,04152,415200000,,
PGAS1_04154,4,04154,415400000,,
PGAS1_04155,4,04155,415500000,,
PGAS1_04156,4,04156,415600000,,
PGAS1_04157,4,04157,415700000,,
PGAS1_04160,4,04160,416000000,,
PGAS1_04161,4,04161,416100000,,
PGAS1_04163,4,04163,416300000,,
PGAS1_04164,4,04164,416400000,,
PGAS1_04167,4,04167,416700000,,
PGAS1_04168,4,04168,416800000,,
PGAS1_04169,4,04169,416900000,,
PGAS1_04170,4,04170,417000000,,
PGAS1_04172,4,04172,417200000,,
PGAS1_04173,4,04173,417300000,,
PGAS1_04177,4,04177,417700000,,
PGAS1_04178,4,04178,417800000,,
PGAS1_04179,4,04179,417900000,,
PGAS1_04182,4,04182,418200000,,
PGAS1_04183,4,04183,418300000,,
PGAS1_04184,4,04184,418400000,,
PGAS1_04190,4,04190,419000000,,
PGAS1_04191,4,04191,419100000,,
PGAS1_04193,4,04193,419300000,,
PGAS1_04196,4,04196,419600000,,
PGAS1_04197,4,04197,419700000,,
PGAS1_04200,4,04200,420000000,,
PGAS1_04202,4,04202,420200000,,
PGAS1_04203,4,04203,420300000,,
PGAS1_04204,4,04204,420400000,,
PGAS1_04206,4,04206,420600000,,
PGAS1_04208,4,04208,420800000,,
PGAS1_04210,4,04210,421000000,,
PGAS1_04211,4,04211,421100000,,
PGAS1_04212,4,04212,421200000,,
PGAS1_04213,4,04213,421300000,,
PGAS1_04214,4,04214,421400000,,
PGAS1_04216,4,04216,421600000,,
PGAS1_04217,4,04217,421700000,,
PGAS1_04218,4,04218,421800000,,
PGAS1_04220,4,04220,422000000,,
PGAS1_04226,4,04226,422600000,,
PGAS1_04227,4,04227,422700000,,
PGAS1_04228,4,04228,422800000,,
PGAS1_04229,4,04229,422900000,,
PGAS1_04230,4,04230,423000000,,
PGAS1_04231,4,04231,423100000,,
PGAS1_04233,4,04233,423300000,,
PGAS1_04237,4,04237,423700000,,
PGAS1_04239,4,04239,423900000,,
PGAS1_04240,4,04240,424000000,,
PGAS1_04241,4,04241,424100000,,
PGAS1_04242,4,04242,424200000,,
PGAS1_04243,4,04243,424300000,,
PGAS1_04244,4,04244,424400000,,
PGAS1_04245,4,04245,424500000,,
PGAS1_04246,4,04246,424600000,,
PGAS1_04247,4,04247,424700000,,
PGAS1_04248,4,04248,424800000,,
PGAS1_04250,4,04250,425000000,,
PGAS1_04251,4,04251,425100000,,
PGAS1_04252,4,04252,425200000,,
PGAS1_04253,4,04253,425300000,,
PGAS1_04257,4,04257,425700000,,
PGAS1_04258,4,04258,425800000,,
PGAS1_04259,4,04259,425900000,,
PGAS1_04260,4,04260,426000000,,
PGAS1_04265,4,04265,426500000,,
PGAS1_04267,4,04267,426700000,,
PGAS1_04268,4,04268,426800000,,
PGAS1_04269,4,04269,426900000,,
PGAS1_04270,4,04270,427000000,,
PGAS1_04272,4,04272,427200000,,
PGAS1_04273,4,04273,427300000,,
PGAS1_04274,4,04274,427400000,,
PGAS1_04275,4,04275,427500000,,
PGAS1_04276,4,04276,427600000,,
PGAS1_04277,4,04277,427700000,,
PGAS1_04278,4,04278,427800000,,
PGAS1_04279,4,04279,427900000,,
PGAS1_04281,4,04281,428100000,,
PGAS1_04283,4,04283,428300000,,
PGAS1_04285,4,04285,428500000,,
PGAS1_04286,4,04286,428600000,,
PGAS1_04288,4,04288,428800000,,
PGAS1_04289,4,04289,428900000,,
PGAS1_04293,4,04293,429300000,,
PGAS1_04297,4,04297,429700000,,
PGAS1_04298,4,04298,429800000,,
PGAS1_04300,4,04300,430000000,,
PGAS1_04306,4,04306,430600000,,
PGAS1_04308,4,04308,430800000,,
PGAS1_04309,4,04309,430900000,,
PGAS1_04311,4,04311,431100000,,
PGAS1_04313,4,04313,431300000,,
PGAS1_04314,4,04314,431400000,,
PGAS1_04317,4,04317,431700000,,
PGAS1_04318,4,04318,431800000,,
PGAS1_04319,4,04319,431900000,,
PGAS1_04321,4,04321,432100000,,
PGAS1_04322,4,04322,432200000,,
PGAS1_04325,4,04325,432500000,,
